rouge1_recall,rouge1_precision,rouge1_f1,rouge2_recall,rouge2_precision,rouge2_f1,rougeL_recall,rougeL_precision,rougeL_f1,metric
0.7606481009766659,-0.07595165489258049,0.7853600648965974,0.533473337053644,-0.03310548780556271,0.514728621876292,0.6480728085152663,-0.2765036893655672,0.6436868365663854,content
0.47201655769068707,-0.35107439349017533,0.4853188475264083,0.16958262070278962,-0.33251210158871375,0.13525833927389422,0.3128240410548828,-0.5099402128023359,0.2936332080265477,wording
